Station ID,Station name,Variable,Position/depth (AGL) (m),Sensor Mfg,Sensor Model
LMDM8,Lame Deer E,SOILM4 [%],0.1,Acclima,TDR-310N
LVAM8,Lavina N,SOILM4 [%],0.1,Acclima,TDR-310N
LGGM8,Lodge Grass W,SOILM4 [%],0.1,Acclima,TDR-310N
LOAM8,Loma N,SOILM4 [%],0.1,Acclima,TDR-310N
LOAM8,Loma N,SOILM4 [%],0.1,Acclima,TDR-310N
LORM8,Loring SW,SOILM4 [%],0.1,Acclima,TDR-310N
MTRM8,Matador Ranch,SOILM4 [%],0.1,Acclima,TDR-310N
MLVM8,Melville,SOILM4 [%],0.1,Acclima,TDR-310N
RADM8,Midway Colony,SOILM4 [%],0.1,Acclima,TDR-310N
MCYM8,Miles City,SOILM4 [%],0.1,Acclima,TDR-310N
MINM8,Mission Lake S,SOILM4 [%],0.1,Acclima,TDR-310N
MINM8,Mission Lake S,SOILM4 [%],0.1,Acclima,TDR-310N
MCIM8,Moccasin,SOILM4 [%],0.1,Acclima,TDR-315N
MOTM8,Molt S,SOILM4 [%],0.1,Acclima,TDR-310N
MOYM8,Mosby S,SOILM4 [%],0.1,Acclima,TDR-310N
MOBM8,Mosby NW,SOILM4 [%],0.1,Acclima,TDR-310N
MTLM8,Mt Lebanon SE,SOILM4 [%],0.1,Acclima,TDR-310N
MTLM8,Mt Lebanon SE,SOILM4 [%],0.1,Acclima,TDR-310N
MSSM8,Musselshell,SOILM4 [%],0.1,Acclima,TDR-310N
OILM8,Oilmont,SOILM4 [%],0.1,Acclima,TDR-310N
OTRM8,Otter E,SOILM4 [%],0.1,Acclima,TDR-310N
RAPM8,Rapelje SW,SOILM4 [%],0.1,Acclima,TDR-310N
RMYM8,Rothiemay W,SOILM4 [%],0.1,Acclima,TDR-310N
ROUM8,Roundup,SOILM4 [%],0.1,Acclima,TDR-315N
RYOM8,Roy E,SOILM4 [%],0.1,Acclima,TDR-310N
RGTM8,Ryegate S,SOILM4 [%],0.1,Acclima,TDR-310N
SASM8,Saco S,SOILM4 [%],0.1,Acclima,TDR-310N
SDSM8,Sand Springs NW,SOILM4 [%],0.1,Acclima,TDR-310N
SVYM8,Savoy SW,SOILM4 [%],0.1,Acclima,TDR-310N
SVYM8,Savoy SW,SOILM4 [%],0.1,Acclima,TDR-310N
SCYM8,Scobey NW,SOILM4 [%],0.1,Acclima,TDR-310N
SIYM8,Sidney,SOILM4 [%],0.1,Acclima,TDR-310N
SBSM8,Sunburst NW,SOILM4 [%],0.1,Acclima,TDR-310N
SBSM8,Sunburst NW,SOILM4 [%],0.1,Acclima,TDR-310N
SURM8,Sun River SE,SOILM4 [%],0.1,Acclima,TDR-310N
TTNM8,Toston,SOILM4 [%],0.1,Acclima,TDR-310N
TTNM8,Toston,SOILM4 [%],0.1,Acclima,TDR-310N
TRNM8,Turner N,SOILM4 [%],0.1,Acclima,TDR-310N
TWOM8,Twodot E,SOILM4 [%],0.1,Acclima,TDR-310N
VLTM8,Dovetail,SOILM4 [%],0.1,Acclima,TDR-310N
WRHM8,War Horse NW,SOILM4 [%],0.1,Acclima,TDR-310N
WNFM8,Woodhawk,SOILM4 [%],0.1,Acclima,TDR-310N
WNFM8,Woodhawk,SOILM4 [%],0.1,Acclima,TDR-310N
WIEM8,Winnett SW,SOILM4 [%],0.1,Acclima,TDR-310N
KEEM8,Absarokee,SOILT2 [K],0.05,Acclima,TDR-310N
ASAM8,Ashland E,SOILT2 [K],0.05,Acclima,TDR-310N
BLWM8,Benton Lake W,SOILT2 [K],0.05,Acclima,TDR-310N
BSWM8,Big Sandy NW,SOILT2 [K],0.05,Acclima,TDR-310N
BSWM8,Big Sandy NW,SOILT2 [K],0.05,Acclima,TDR-310N
BTSM8,Big Timber SE,SOILT2 [K],0.05,Acclima,TDR-310N
BNWM8,Bowmans Corner NW,SOILT2 [K],0.05,Acclima,TDR-310N
BZNM8,Bozeman,SOILT2 [K],0.05,Acclima,TDR-310N
BZNM8,Bozeman,SOILT2 [K],0.05,Acclima,TDR-310N
BRYM8,Brady NE,SOILT2 [K],0.05,Acclima,TDR-310N
BDVM8,Broadview,SOILT2 [K],0.05,Acclima,TDR-310N
BSEM8,Big Sandy SE,SOILT2 [K],0.05,Acclima,TDR-310N
BSEM8,Big Sandy SE,SOILT2 [K],0.05,Acclima,TDR-310N
BUFM8,Buffalo Lake E,SOILT2 [K],0.05,Acclima,TDR-310N
BUFM8,Buffalo Lake E,SOILT2 [K],0.05,Acclima,TDR-310N
BUSM8,Busby S,SOILT2 [K],0.05,Acclima,TDR-310N
BYUM8,Bynum W,SOILT2 [K],0.05,Acclima,TDR-310N
CRNM8,Carter N,SOILT2 [K],0.05,Acclima,TDR-310N
CRNM8,Carter N,SOILT2 [K],0.05,Acclima,TDR-310N
CHSM8,Chester SW,SOILT2 [K],0.05,Acclima,TDR-310N
CSTM8,Christina W,SOILT2 [K],0.05,Acclima,TDR-310N
CSTM8,Christina W,SOILT2 [K],0.05,Acclima,TDR-310N
CFCM8,Coffee Creek N,SOILT2 [K],0.05,Acclima,TDR-310N
CNNM8,Conrad N,SOILT2 [K],0.05,Acclima,TDR-310N
CNNM8,Conrad N,SOILT2 [K],0.05,Acclima,TDR-310N
COOM8,Cooney Reservoir NW,SOILT2 [K],0.05,Acclima,TDR-310N
CROM8,Crow Agency,SOILT2 [K],0.05,Acclima,TDR-310N
DOGM8,Dog Gun Lake E,SOILT2 [K],0.05,Acclima,TDR-310N
DOGM8,Dog Gun Lake E,SOILT2 [K],0.05,Acclima,TDR-310N
DRYM8,Dry Lake,SOILT2 [K],0.05,Acclima,TDR-310N
DRYM8,Dry Lake,SOILT2 [K],0.05,Acclima,TDR-310N
DYRM8,Dupuyer N,SOILT2 [K],0.05,Acclima,TDR-310N
FRGM8,Forestgrove N,SOILT2 [K],0.05,Acclima,TDR-310N
FOXM8,Fox Crossing SW,SOILT2 [K],0.05,Acclima,TDR-310N
FOXM8,Fox Crossing SW,SOILT2 [K],0.05,Acclima,TDR-310N
HWTM8,Harlowton E,SOILT2 [K],0.05,Acclima,TDR-310N
HAEM8,Havre,SOILT2 [K],0.05,Acclima,TDR-310N
HIWM8,Highwood Bench,SOILT2 [K],0.05,Acclima,TDR-310N
HIWM8,Highwood Bench,SOILT2 [K],0.05,Acclima,TDR-310N
HOGM8,Hogeland SW,SOILT2 [K],0.05,Acclima,TDR-310N
HOGM8,Hogeland SW,SOILT2 [K],0.05,Acclima,TDR-310N
HNTM8,Huntley E,SOILT2 [K],0.05,Acclima,TDR-310N
IGMM8,Ingomar,SOILT2 [K],0.05,Acclima,TDR-310N
INNM8,Inverness N,SOILT2 [K],0.05,Acclima,TDR-310N
INNM8,Inverness N,SOILT2 [K],0.05,Acclima,TDR-310N
ISSM8,Inverness S,SOILT2 [K],0.05,Acclima,TDR-310N
ISSM8,Inverness S,SOILT2 [K],0.05,Acclima,TDR-310N
JGPM8,Judith Gap,SOILT2 [K],0.05,Acclima,TDR-310N
JGPM8,Judith Gap,SOILT2 [K],0.05,Acclima,TDR-310N
LTBM8,Lake Thibadeau W,SOILT2 [K],0.05,Acclima,TDR-310N
LTBM8,Lake Thibadeau W,SOILT2 [K],0.05,Acclima,TDR-310N
LMDM8,Lame Deer E,SOILT2 [K],0.05,Acclima,TDR-310N
LVAM8,Lavina N,SOILT2 [K],0.05,Acclima,TDR-310N
LGGM8,Lodge Grass W,SOILT2 [K],0.05,Acclima,TDR-310N
LOAM8,Loma N,SOILT2 [K],0.05,Acclima,TDR-310N
LOAM8,Loma N,SOILT2 [K],0.05,Acclima,TDR-310N
LORM8,Loring SW,SOILT2 [K],0.05,Acclima,TDR-310N
MTRM8,Matador Ranch,SOILT2 [K],0.05,Acclima,TDR-310N
MLVM8,Melville,SOILT2 [K],0.05,Acclima,TDR-310N
RADM8,Midway Colony,SOILT2 [K],0.05,Acclima,TDR-310N
MCYM8,Miles City,SOILT2 [K],0.05,Acclima,TDR-310N
MINM8,Mission Lake S,SOILT2 [K],0.05,Acclima,TDR-310N
MINM8,Mission Lake S,SOILT2 [K],0.05,Acclima,TDR-310N
MCIM8,Moccasin,SOILT2 [K],0.05,Acclima,TDR-315N
MOTM8,Molt S,SOILT2 [K],0.05,Acclima,TDR-310N
MOYM8,Mosby S,SOILT2 [K],0.05,Acclima,TDR-310N
MOBM8,Mosby NW,SOILT2 [K],0.05,Acclima,TDR-310N
MTLM8,Mt Lebanon SE,SOILT2 [K],0.05,Acclima,TDR-310N
MTLM8,Mt Lebanon SE,SOILT2 [K],0.05,Acclima,TDR-310N
MSSM8,Musselshell,SOILT2 [K],0.05,Acclima,TDR-310N
OILM8,Oilmont,SOILT2 [K],0.05,Acclima,TDR-310N
OTRM8,Otter E,SOILT2 [K],0.05,Acclima,TDR-310N
RAPM8,Rapelje SW,SOILT2 [K],0.05,Acclima,TDR-310N
RMYM8,Rothiemay W,SOILT2 [K],0.05,Acclima,TDR-310N
ROUM8,Roundup,SOILT2 [K],0.05,Acclima,TDR-315N
RYOM8,Roy E,SOILT2 [K],0.05,Acclima,TDR-310N
RGTM8,Ryegate S,SOILT2 [K],0.05,Acclima,TDR-310N
SASM8,Saco S,SOILT2 [K],0.05,Acclima,TDR-310N
SDSM8,Sand Springs NW,SOILT2 [K],0.05,Acclima,TDR-310N
SVYM8,Savoy SW,SOILT2 [K],0.05,Acclima,TDR-310N
SVYM8,Savoy SW,SOILT2 [K],0.05,Acclima,TDR-310N
SCYM8,Scobey NW,SOILT2 [K],0.05,Acclima,TDR-310N
SIYM8,Sidney,SOILT2 [K],0.05,Acclima,TDR-310N
SBSM8,Sunburst NW,SOILT2 [K],0.05,Acclima,TDR-310N
SBSM8,Sunburst NW,SOILT2 [K],0.05,Acclima,TDR-310N
SURM8,Sun River SE,SOILT2 [K],0.05,Acclima,TDR-310N
TTNM8,Toston,SOILT2 [K],0.05,Acclima,TDR-310N
TTNM8,Toston,SOILT2 [K],0.05,Acclima,TDR-310N
TRNM8,Turner N,SOILT2 [K],0.05,Acclima,TDR-310N
TWOM8,Twodot E,SOILT2 [K],0.05,Acclima,TDR-310N
VLTM8,Dovetail,SOILT2 [K],0.05,Acclima,TDR-310N
WRHM8,War Horse NW,SOILT2 [K],0.05,Acclima,TDR-310N
WNFM8,Woodhawk,SOILT2 [K],0.05,Acclima,TDR-310N
WNFM8,Woodhawk,SOILT2 [K],0.05,Acclima,TDR-310N
WIEM8,Winnett SW,SOILT2 [K],0.05,Acclima,TDR-310N
KEEM8,Absarokee,SOILT20 [K],0.5,Acclima,TDR-310N
ASAM8,Ashland E,SOILT20 [K],0.5,Acclima,TDR-310N
BLWM8,Benton Lake W,SOILT20 [K],0.5,Acclima,TDR-310N
BSWM8,Big Sandy NW,SOILT20 [K],0.5,Acclima,TDR-310N
BSWM8,Big Sandy NW,SOILT20 [K],0.5,Acclima,TDR-310N
BTSM8,Big Timber SE,SOILT20 [K],0.5,Acclima,TDR-310N
BNWM8,Bowmans Corner NW,SOILT20 [K],0.5,Acclima,TDR-310N
BZNM8,Bozeman,SOILT20 [K],0.5,Acclima,TDR-310N
BZNM8,Bozeman,SOILT20 [K],0.5,Acclima,TDR-310N
BRYM8,Brady NE,SOILT20 [K],0.5,Acclima,TDR-310N
BDVM8,Broadview,SOILT20 [K],0.5,Acclima,TDR-310N
BSEM8,Big Sandy SE,SOILT20 [K],0.5,Acclima,TDR-310N
BSEM8,Big Sandy SE,SOILT20 [K],0.5,Acclima,TDR-310N
BUFM8,Buffalo Lake E,SOILT20 [K],0.5,Acclima,TDR-310N
BUFM8,Buffalo Lake E,SOILT20 [K],0.5,Acclima,TDR-310N
BUSM8,Busby S,SOILT20 [K],0.5,Acclima,TDR-310N
BYUM8,Bynum W,SOILT20 [K],0.5,Acclima,TDR-310N
CRNM8,Carter N,SOILT20 [K],0.5,Acclima,TDR-310N
CRNM8,Carter N,SOILT20 [K],0.5,Acclima,TDR-310N
CHSM8,Chester SW,SOILT20 [K],0.5,Acclima,TDR-310N
CSTM8,Christina W,SOILT20 [K],0.5,Acclima,TDR-310N
CSTM8,Christina W,SOILT20 [K],0.5,Acclima,TDR-310N
CFCM8,Coffee Creek N,SOILT20 [K],0.5,Acclima,TDR-310N
CNNM8,Conrad N,SOILT20 [K],0.5,Acclima,TDR-310N
CNNM8,Conrad N,SOILT20 [K],0.5,Acclima,TDR-310N
COOM8,Cooney Reservoir NW,SOILT20 [K],0.5,Acclima,TDR-310N
CROM8,Crow Agency,SOILT20 [K],0.5,Acclima,TDR-310N
DOGM8,Dog Gun Lake E,SOILT20 [K],0.5,Acclima,TDR-310N
DOGM8,Dog Gun Lake E,SOILT20 [K],0.5,Acclima,TDR-310N
DRYM8,Dry Lake,SOILT20 [K],0.5,Acclima,TDR-310N
DRYM8,Dry Lake,SOILT20 [K],0.5,Acclima,TDR-310N
DYRM8,Dupuyer N,SOILT20 [K],0.5,Acclima,TDR-310N
FRGM8,Forestgrove N,SOILT20 [K],0.5,Acclima,TDR-310N
FOXM8,Fox Crossing SW,SOILT20 [K],0.5,Acclima,TDR-310N
FOXM8,Fox Crossing SW,SOILT20 [K],0.5,Acclima,TDR-310N
HWTM8,Harlowton E,SOILT20 [K],0.5,Acclima,TDR-310N
HAEM8,Havre,SOILT20 [K],0.5,Acclima,TDR-310N
HIWM8,Highwood Bench,SOILT20 [K],0.5,Acclima,TDR-310N
HIWM8,Highwood Bench,SOILT20 [K],0.5,Acclima,TDR-310N
HOGM8,Hogeland SW,SOILT20 [K],0.5,Acclima,TDR-310N
HOGM8,Hogeland SW,SOILT20 [K],0.5,Acclima,TDR-310N
HNTM8,Huntley E,SOILT20 [K],0.5,Acclima,TDR-310N
IGMM8,Ingomar,SOILT20 [K],0.5,Acclima,TDR-310N
INNM8,Inverness N,SOILT20 [K],0.5,Acclima,TDR-310N
INNM8,Inverness N,SOILT20 [K],0.5,Acclima,TDR-310N
ISSM8,Inverness S,SOILT20 [K],0.5,Acclima,TDR-310N
ISSM8,Inverness S,SOILT20 [K],0.5,Acclima,TDR-310N
JGPM8,Judith Gap,SOILT20 [K],0.5,Acclima,TDR-310N
JGPM8,Judith Gap,SOILT20 [K],0.5,Acclima,TDR-310N
LTBM8,Lake Thibadeau W,SOILT20 [K],0.5,Acclima,TDR-310N
LTBM8,Lake Thibadeau W,SOILT20 [K],0.5,Acclima,TDR-310N
LMDM8,Lame Deer E,SOILT20 [K],0.5,Acclima,TDR-310N
LVAM8,Lavina N,SOILT20 [K],0.5,Acclima,TDR-310N
LGGM8,Lodge Grass W,SOILT20 [K],0.5,Acclima,TDR-310N
LOAM8,Loma N,SOILT20 [K],0.5,Acclima,TDR-310N
LOAM8,Loma N,SOILT20 [K],0.5,Acclima,TDR-310N
LORM8,Loring SW,SOILT20 [K],0.5,Acclima,TDR-310N
MTRM8,Matador Ranch,SOILT20 [K],0.5,Acclima,TDR-310N
MLVM8,Melville,SOILT20 [K],0.5,Acclima,TDR-310N
RADM8,Midway Colony,SOILT20 [K],0.5,Acclima,TDR-310N
MCYM8,Miles City,SOILT20 [K],0.5,Acclima,TDR-310N
MINM8,Mission Lake S,SOILT20 [K],0.5,Acclima,TDR-310N
MINM8,Mission Lake S,SOILT20 [K],0.5,Acclima,TDR-310N
MCIM8,Moccasin,SOILT20 [K],0.5,Acclima,TDR-315N
MOTM8,Molt S,SOILT20 [K],0.5,Acclima,TDR-310N
MOYM8,Mosby S,SOILT20 [K],0.5,Acclima,TDR-310N
MOBM8,Mosby NW,SOILT20 [K],0.5,Acclima,TDR-310N
MTLM8,Mt Lebanon SE,SOILT20 [K],0.5,Acclima,TDR-310N
MTLM8,Mt Lebanon SE,SOILT20 [K],0.5,Acclima,TDR-310N
MSSM8,Musselshell,SOILT20 [K],0.5,Acclima,TDR-310N
OILM8,Oilmont,SOILT20 [K],0.5,Acclima,TDR-310N
OTRM8,Otter E,SOILT20 [K],0.5,Acclima,TDR-310N
RAPM8,Rapelje SW,SOILT20 [K],0.5,Acclima,TDR-310N
RMYM8,Rothiemay W,SOILT20 [K],0.5,Acclima,TDR-310N
ROUM8,Roundup,SOILT20 [K],0.5,Acclima,TDR-315N
RYOM8,Roy E,SOILT20 [K],0.5,Acclima,TDR-310N
RGTM8,Ryegate S,SOILT20 [K],0.5,Acclima,TDR-310N
SASM8,Saco S,SOILT20 [K],0.5,Acclima,TDR-310N
SDSM8,Sand Springs NW,SOILT20 [K],0.5,Acclima,TDR-310N
SVYM8,Savoy SW,SOILT20 [K],0.5,Acclima,TDR-310N
SVYM8,Savoy SW,SOILT20 [K],0.5,Acclima,TDR-310N
SCYM8,Scobey NW,SOILT20 [K],0.5,Acclima,TDR-310N
SIYM8,Sidney,SOILT20 [K],0.5,Acclima,TDR-310N
SBSM8,Sunburst NW,SOILT20 [K],0.5,Acclima,TDR-310N
SBSM8,Sunburst NW,SOILT20 [K],0.5,Acclima,TDR-310N
SURM8,Sun River SE,SOILT20 [K],0.5,Acclima,TDR-310N
TTNM8,Toston,SOILT20 [K],0.5,Acclima,TDR-310N
TTNM8,Toston,SOILT20 [K],0.5,Acclima,TDR-310N
TRNM8,Turner N,SOILT20 [K],0.5,Acclima,TDR-310N
TWOM8,Twodot E,SOILT20 [K],0.5,Acclima,TDR-310N
VLTM8,Dovetail,SOILT20 [K],0.5,Acclima,TDR-310N
WRHM8,War Horse NW,SOILT20 [K],0.5,Acclima,TDR-310N
WNFM8,Woodhawk,SOILT20 [K],0.5,Acclima,TDR-310N
WNFM8,Woodhawk,SOILT20 [K],0.5,Acclima,TDR-310N
WIEM8,Winnett SW,SOILT20 [K],0.5,Acclima,TDR-310N
KEEM8,Absarokee,DD [deg],10,RM Young,09106
ASAM8,Ashland E,DD [deg],10,RM Young,05108-74
BLWM8,Benton Lake W,DD [deg],10,RM Young,05108-74
BSWM8,Big Sandy NW,DD [deg],10,RM Young,05108-74
BTSM8,Big Timber SE,DD [deg],10,RM Young,05108-74
BNWM8,Bowmans Corner NW,DD [deg],10,RM Young,05108-74
BZNM8,Bozeman,DD [deg],10,RM Young,09101
BRYM8,Brady NE,DD [deg],10,RM Young,05108-74
BDVM8,Broadview,DD [deg],10,RM Young,09106
BSEM8,Big Sandy SE,DD [deg],10,RM Young,05108-74
BUFM8,Buffalo Lake E,DD [deg],10,RM Young,05108-74
BUSM8,Busby S,DD [deg],10,RM Young,05108-74
BYUM8,Bynum W,DD [deg],10,RM Young,05108-74
CRNM8,Carter N,DD [deg],10,RM Young,05108-74
CHSM8,Chester SW,DD [deg],10,RM Young,05108-74
CSTM8,Christina W,DD [deg],10,RM Young,05108-74
CFCM8,Coffee Creek N,DD [deg],10,RM Young,05108-74
CNNM8,Conrad N,DD [deg],10,RM Young,05108-74
COOM8,Cooney Reservoir NW,DD [deg],10,RM Young,05108-74
CROM8,Crow Agency,DD [deg],10,RM Young,09106
DOGM8,Dog Gun Lake E,DD [deg],10,RM Young,05108-74
DRYM8,Dry Lake,DD [deg],10,RM Young,05108-74
DYRM8,Dupuyer N,DD [deg],10,RM Young,05108-74
FRGM8,Forestgrove N,DD [deg],10,RM Young,05108-74
FOXM8,Fox Crossing SW,DD [deg],10,RM Young,05108-74
HWTM8,Harlowton E,DD [deg],10,RM Young,05108-74
HAEM8,Havre,DD [deg],10,RM Young,09106
HIWM8,Highwood Bench,DD [deg],10,RM Young,05108-74
HOGM8,Hogeland SW,DD [deg],10,RM Young,05108-74
HNTM8,Huntley E,DD [deg],10,RM Young,05108-74
IGMM8,Ingomar,DD [deg],10,RM Young,09106
INNM8,Inverness N,DD [deg],10,RM Young,05108-74
ISSM8,Inverness S,DD [deg],10,RM Young,05108-74
JGPM8,Judith Gap,DD [deg],10,RM Young,05108-74
LTBM8,Lake Thibadeau W,DD [deg],10,RM Young,05108-74
LMDM8,Lame Deer E,DD [deg],10,RM Young,05108-74
LVAM8,Lavina N,DD [deg],10,RM Young,05108-74
LGGM8,Lodge Grass W,DD [deg],10,RM Young,05108-74
LOAM8,Loma N,DD [deg],10,RM Young,05108-74
LORM8,Loring SW,DD [deg],10,RM Young,05108-74
MTRM8,Matador Ranch,DD [deg],10,RM Young,05108-74
MLVM8,Melville,DD [deg],10,RM Young,09106
RADM8,Midway Colony,DD [deg],10,RM Young,05108-74
MCYM8,Miles City,DD [deg],10,RM Young,09106
MINM8,Mission Lake S,DD [deg],10,RM Young,05108-74
MCIM8,Moccasin,DD [deg],10,RM Young,05108-74
MOTM8,Molt S,DD [deg],10,RM Young,05108-74
MOYM8,Mosby S,DD [deg],10,RM Young,05108-74
MOBM8,Mosby NW,DD [deg],10,RM Young,05108-74
MTLM8,Mt Lebanon SE,DD [deg],10,RM Young,05108-74
MSSM8,Musselshell,DD [deg],10,RM Young,05108-74
OILM8,Oilmont,DD [deg],10,RM Young,05108-74
OTRM8,Otter E,DD [deg],10,RM Young,05108-74
RAPM8,Rapelje SW,DD [deg],10,RM Young,05108-74
RMYM8,Rothiemay W,DD [deg],10,RM Young,05108-74
ROUM8,Roundup,DD [deg],10,RM Young,05108-74
RYOM8,Roy E,DD [deg],10,RM Young,05108-74
RGTM8,Ryegate S,DD [deg],10,RM Young,05108-74
SASM8,Saco S,DD [deg],10,RM Young,05108-74
SDSM8,Sand Springs NW,DD [deg],10,RM Young,05108-74
SVYM8,Savoy SW,DD [deg],10,RM Young,05108-74
SCYM8,Scobey NW,DD [deg],10,RM Young,05108-74
SIYM8,Sidney,DD [deg],10,RM Young,05108-74
SBSM8,Sunburst NW,DD [deg],10,RM Young,05108-74
SURM8,Sun River SE,DD [deg],10,RM Young,05108-74
TTNM8,Toston,DD [deg],10,RM Young,05108-74
TRNM8,Turner N,DD [deg],10,RM Young,05108-74
TWOM8,Twodot E,DD [deg],10,RM Young,05108-74
VLTM8,Dovetail,DD [deg],10,RM Young,05108-74
WRHM8,War Horse NW,DD [deg],10,RM Young,05108-74
WNFM8,Woodhawk,DD [deg],10,RM Young,05108-74
WIEM8,Winnett SW,DD [deg],10,RM Young,05108-74
KEEM8,Absarokee,GSRD5M [W/m^2],NA,Apogee,SP-510-SS
ASAM8,Ashland E,GSRD5M [W/m^2],NA,Apogee,SP-510-SS
BLWM8,Benton Lake W,GSRD5M [W/m^2],NA,Apogee,SP-510-SS
BSWM8,Big Sandy NW,GSRD5M [W/m^2],NA,Apogee,SP-510-SS
BTSM8,Big Timber SE,GSRD5M [W/m^2],NA,Apogee,SP-510-SS
BNWM8,Bowmans Corner NW,GSRD5M [W/m^2],NA,Apogee,SP-510-SS
BZNM8,Bozeman,GSRD5M [W/m^2],NA,Apogee,SP-510-SS
BRYM8,Brady NE,GSRD5M [W/m^2],NA,Apogee,SP-510-SS
BDVM8,Broadview,GSRD5M [W/m^2],NA,Apogee,SP-510-SS
BSEM8,Big Sandy SE,GSRD5M [W/m^2],NA,Apogee,SP-510-SS
BUFM8,Buffalo Lake E,GSRD5M [W/m^2],NA,Apogee,SP-510-SS
BUSM8,Busby S,GSRD5M [W/m^2],NA,Apogee,SP-510-SS
BYUM8,Bynum W,GSRD5M [W/m^2],NA,Apogee,SP-510-SS
CRNM8,Carter N,GSRD5M [W/m^2],NA,Apogee,SP-510-SS
CHSM8,Chester SW,GSRD5M [W/m^2],NA,Apogee,SP-510-SS
CSTM8,Christina W,GSRD5M [W/m^2],NA,Apogee,SP-510-SS
CFCM8,Coffee Creek N,GSRD5M [W/m^2],NA,Apogee,SP-510-SS
CNNM8,Conrad N,GSRD5M [W/m^2],NA,Apogee,SP-510-SS
COOM8,Cooney Reservoir NW,GSRD5M [W/m^2],NA,Apogee,SP-510-SS
CROM8,Crow Agency,GSRD5M [W/m^2],NA,Apogee,SP-510-SS
DOGM8,Dog Gun Lake E,GSRD5M [W/m^2],NA,Apogee,SP-510-SS
DRYM8,Dry Lake,GSRD5M [W/m^2],NA,Apogee,SP-510-SS
DYRM8,Dupuyer N,GSRD5M [W/m^2],NA,Apogee,SP-510-SS
FRGM8,Forestgrove N,GSRD5M [W/m^2],NA,Apogee,SP-510-SS
FOXM8,Fox Crossing SW,GSRD5M [W/m^2],NA,Apogee,SP-510-SS
HWTM8,Harlowton E,GSRD5M [W/m^2],NA,Apogee,SP-510-SS
HAEM8,Havre,GSRD5M [W/m^2],NA,Apogee,SP-510-SS
HIWM8,Highwood Bench,GSRD5M [W/m^2],NA,Apogee,SP-510-SS
HOGM8,Hogeland SW,GSRD5M [W/m^2],NA,Apogee,SP-510-SS
HNTM8,Huntley E,GSRD5M [W/m^2],NA,Apogee,SP-510-SS
IGMM8,Ingomar,GSRD5M [W/m^2],NA,Apogee,SP-510-SS
INNM8,Inverness N,GSRD5M [W/m^2],NA,Apogee,SP-510-SS
ISSM8,Inverness S,GSRD5M [W/m^2],NA,Apogee,SP-510-SS
JGPM8,Judith Gap,GSRD5M [W/m^2],NA,Apogee,SP-510-SS
LTBM8,Lake Thibadeau W,GSRD5M [W/m^2],NA,Apogee,SP-510-SS
LMDM8,Lame Deer E,GSRD5M [W/m^2],NA,Apogee,SP-510-SS
LVAM8,Lavina N,GSRD5M [W/m^2],NA,Apogee,SP-510-SS
LGGM8,Lodge Grass W,GSRD5M [W/m^2],NA,Apogee,SP-510-SS
LOAM8,Loma N,GSRD5M [W/m^2],NA,Apogee,SP-510-SS
LORM8,Loring SW,GSRD5M [W/m^2],NA,Apogee,SP-510-SS
MTRM8,Matador Ranch,GSRD5M [W/m^2],NA,Apogee,SP-510-SS
MLVM8,Melville,GSRD5M [W/m^2],NA,Apogee,SP-510-SS
RADM8,Midway Colony,GSRD5M [W/m^2],NA,Apogee,SP-510-SS
MCYM8,Miles City,GSRD5M [W/m^2],NA,Apogee,SP-510-SS
MINM8,Mission Lake S,GSRD5M [W/m^2],NA,Apogee,SP-510-SS
MCIM8,Moccasin,GSRD5M [W/m^2],NA,Apogee,SP-510-SS
MOTM8,Molt S,GSRD5M [W/m^2],NA,Apogee,SP-510-SS
MOYM8,Mosby S,GSRD5M [W/m^2],NA,Apogee,SP-510-SS
MOBM8,Mosby NW,GSRD5M [W/m^2],NA,Apogee,SP-510-SS
MTLM8,Mt Lebanon SE,GSRD5M [W/m^2],NA,Apogee,SP-510-SS
MSSM8,Musselshell,GSRD5M [W/m^2],NA,Apogee,SP-510-SS
OILM8,Oilmont,GSRD5M [W/m^2],NA,Apogee,SP-510-SS
OTRM8,Otter E,GSRD5M [W/m^2],NA,Apogee,SP-510-SS
RAPM8,Rapelje SW,GSRD5M [W/m^2],NA,Apogee,SP-510-SS
RMYM8,Rothiemay W,GSRD5M [W/m^2],NA,Apogee,SP-510-SS
ROUM8,Roundup,GSRD5M [W/m^2],NA,Apogee,SP-510-SS
RYOM8,Roy E,GSRD5M [W/m^2],NA,Apogee,SP-510-SS
RGTM8,Ryegate S,GSRD5M [W/m^2],NA,Apogee,SP-510-SS
SASM8,Saco S,GSRD5M [W/m^2],NA,Apogee,SP-510-SS
SDSM8,Sand Springs NW,GSRD5M [W/m^2],NA,Apogee,SP-510-SS
SVYM8,Savoy SW,GSRD5M [W/m^2],NA,Apogee,SP-510-SS
SCYM8,Scobey NW,GSRD5M [W/m^2],NA,Apogee,SP-510-SS
SIYM8,Sidney,GSRD5M [W/m^2],NA,Apogee,SP-510-SS
SBSM8,Sunburst NW,GSRD5M [W/m^2],NA,Apogee,SP-510-SS
SURM8,Sun River SE,GSRD5M [W/m^2],NA,Apogee,SP-510-SS
TTNM8,Toston,GSRD5M [W/m^2],NA,Apogee,SP-510-SS
TRNM8,Turner N,GSRD5M [W/m^2],NA,Apogee,SP-510-SS
TWOM8,Twodot E,GSRD5M [W/m^2],NA,Apogee,SP-510-SS
VLTM8,Dovetail,GSRD5M [W/m^2],NA,Apogee,SP-510-SS
