Location,Time,Agrimet,Hydromet
Broadview,2021-11-28T06:30:00Z,0,0
Broadview,2021-11-28T06:45:00Z,0,0
Broadview,2021-11-28T07:00:00Z,0,0
Broadview,2021-11-28T07:15:00Z,0,0
Broadview,2021-11-28T07:30:00Z,0,0
Broadview,2021-11-28T07:45:00Z,0,0
Broadview,2021-11-28T08:00:00Z,0,0
Broadview,2021-11-28T08:15:00Z,0,0
Broadview,2021-11-28T08:30:00Z,0,0
Broadview,2021-11-28T08:45:00Z,0,0
Broadview,2021-11-28T09:00:00Z,0,0
Broadview,2021-11-28T09:15:00Z,0,0
Broadview,2021-11-28T09:30:00Z,0,0
Broadview,2021-11-28T09:45:00Z,0,0
Broadview,2021-11-28T10:00:00Z,0,0
Broadview,2021-11-28T10:15:00Z,0,0
Broadview,2021-11-28T10:30:00Z,0,0
Broadview,2021-11-28T10:45:00Z,0,0
Broadview,2021-11-28T11:00:00Z,0,0
Broadview,2021-11-28T11:15:00Z,0,0
Broadview,2021-11-28T11:30:00Z,0,0
Broadview,2021-11-28T11:45:00Z,0,0
Broadview,2021-11-28T12:00:00Z,0,0
Broadview,2021-11-28T12:15:00Z,0,0
Broadview,2021-11-28T12:30:00Z,0,0
Broadview,2021-11-28T12:45:00Z,0,0
Broadview,2021-11-28T13:00:00Z,0,0
Broadview,2021-11-28T13:15:00Z,0,0
Broadview,2021-11-28T13:30:00Z,0,0
Broadview,2021-11-28T13:45:00Z,0,0
Broadview,2021-11-28T14:00:00Z,0,0
Broadview,2021-11-28T14:15:00Z,0,0
Broadview,2021-11-28T14:30:00Z,0,0
Broadview,2021-11-28T14:45:00Z,0,0
Broadview,2021-11-28T15:00:00Z,0,0
Broadview,2021-11-28T15:15:00Z,0,0
Broadview,2021-11-28T15:30:00Z,0,0
Broadview,2021-11-28T15:45:00Z,0,0
Broadview,2021-11-28T16:00:00Z,0,0
Broadview,2021-11-28T16:15:00Z,0,0
Broadview,2021-11-28T16:30:00Z,0,0
Broadview,2021-11-28T16:45:00Z,0,0
Broadview,2021-11-28T17:00:00Z,0,0
Broadview,2021-11-28T17:15:00Z,0,0
Broadview,2021-11-28T17:30:00Z,0,0
Broadview,2021-11-28T17:45:00Z,0,0
Broadview,2021-11-28T18:00:00Z,0,0
Broadview,2021-11-28T18:15:00Z,0,0
Broadview,2021-11-28T18:30:00Z,0,0
Broadview,2021-11-28T18:45:00Z,0,0
Broadview,2021-11-28T19:00:00Z,0,0
Broadview,2021-11-28T19:15:00Z,0,0
Broadview,2021-11-28T19:30:00Z,0,0
Broadview,2021-11-28T19:45:00Z,0,0
Broadview,2021-11-28T20:00:00Z,0,0
Broadview,2021-11-28T20:15:00Z,0,0
Broadview,2021-11-28T20:30:00Z,0,0
Broadview,2021-11-28T20:45:00Z,0,0
Broadview,2021-11-28T21:00:00Z,0,0
Broadview,2021-11-28T21:15:00Z,0,0
Broadview,2021-11-28T21:30:00Z,0,0
Broadview,2021-11-28T21:45:00Z,0,0
Broadview,2021-11-28T22:00:00Z,0,0
Broadview,2021-11-28T22:15:00Z,0,0
Broadview,2021-11-28T22:30:00Z,0,0
Broadview,2021-11-28T22:45:00Z,0,0
Broadview,2021-11-28T23:00:00Z,0,0
Broadview,2021-11-28T23:15:00Z,0,0
Broadview,2021-11-28T23:30:00Z,0,0
Broadview,2021-11-28T23:45:00Z,0,0
Broadview,2021-11-29T00:00:00Z,0,0
Broadview,2021-11-29T00:15:00Z,0,0
Broadview,2021-11-29T00:30:00Z,0,0
Broadview,2021-11-29T00:45:00Z,0,0
Broadview,2021-11-29T01:00:00Z,0,0
Broadview,2021-11-29T01:15:00Z,0,0
Broadview,2021-11-29T01:30:00Z,0,0
Broadview,2021-11-29T01:45:00Z,0,0
Broadview,2021-11-29T02:00:00Z,0,0
Broadview,2021-11-29T02:15:00Z,0,0
Broadview,2021-11-29T02:30:00Z,0,0
Broadview,2021-11-29T02:45:00Z,0,0
Broadview,2021-11-29T03:00:00Z,0,0
Broadview,2021-11-29T03:15:00Z,0,0
Broadview,2021-11-29T03:30:00Z,0,0
Broadview,2021-11-29T03:45:00Z,0,0
Broadview,2021-11-29T04:00:00Z,0,0
Broadview,2021-11-29T04:15:00Z,0,0
Broadview,2021-11-29T04:30:00Z,0,0
Broadview,2021-11-29T04:45:00Z,0,0
Broadview,2021-11-29T05:00:00Z,0,0
Broadview,2021-11-29T05:15:00Z,0,0
Broadview,2021-11-29T05:30:00Z,0,0
Broadview,2021-11-29T05:45:00Z,0,0
Broadview,2021-11-29T06:00:00Z,0,0
Broadview,2021-11-29T06:15:00Z,0,0
Broadview,2021-11-29T06:30:00Z,0,0
Broadview,2021-11-29T06:45:00Z,0,0
Broadview,2021-11-29T07:00:00Z,0,0
Broadview,2021-11-29T07:15:00Z,0,0
Broadview,2021-11-29T07:30:00Z,0,0
Broadview,2021-11-29T07:45:00Z,0,0
Broadview,2021-11-29T08:00:00Z,0,0
Broadview,2021-11-29T08:15:00Z,0,0
Broadview,2021-11-29T08:30:00Z,0,0
Broadview,2021-11-29T08:45:00Z,0,0
Broadview,2021-11-29T09:00:00Z,0,0
Broadview,2021-11-29T09:15:00Z,0,0
Broadview,2021-11-29T09:30:00Z,0,0
Broadview,2021-11-29T09:45:00Z,0,0
Broadview,2021-11-29T10:00:00Z,0,0
Broadview,2021-11-29T10:15:00Z,0,0
Broadview,2021-11-29T10:30:00Z,0,0
Broadview,2021-11-29T10:45:00Z,0,0
Broadview,2021-11-29T11:00:00Z,0,0
Broadview,2021-11-29T11:15:00Z,0,0
Broadview,2021-11-29T11:30:00Z,0,0
Broadview,2021-11-29T11:45:00Z,0,0
Broadview,2021-11-29T12:00:00Z,0,0
Broadview,2021-11-29T12:15:00Z,0,0
Broadview,2021-11-29T12:30:00Z,0,0
Broadview,2021-11-29T12:45:00Z,0,0
Broadview,2021-11-29T13:00:00Z,0,0
Broadview,2021-11-29T13:15:00Z,0,0
Broadview,2021-11-29T13:30:00Z,0,0
Broadview,2021-11-29T13:45:00Z,NA,0
Broadview,2021-11-29T14:00:00Z,NA,0
Broadview,2021-11-29T14:15:00Z,NA,0
Broadview,2021-11-29T14:30:00Z,0,0
Broadview,2021-11-29T14:45:00Z,0,0
Broadview,2021-11-29T15:00:00Z,0,0
Broadview,2021-11-29T15:15:00Z,0,0
Broadview,2021-11-29T15:30:00Z,0,0
Broadview,2021-11-29T15:45:00Z,0,0
Broadview,2021-11-29T16:00:00Z,0,0
Broadview,2021-11-29T16:15:00Z,0,0
Broadview,2021-11-29T16:30:00Z,0,0
Broadview,2021-11-29T16:45:00Z,0,0
Broadview,2021-11-29T17:00:00Z,0,0
Broadview,2021-11-29T17:15:00Z,0,0
Broadview,2021-11-29T17:30:00Z,0,0
Broadview,2021-11-29T17:45:00Z,0,0
Broadview,2021-11-29T18:00:00Z,0,0
Broadview,2021-11-29T18:15:00Z,NA,0
Broadview,2021-11-29T18:30:00Z,NA,0
Broadview,2021-11-29T18:45:00Z,NA,0
Crow Agency,2021-11-21T07:00:00Z,0,0
Crow Agency,2021-11-21T07:15:00Z,0,0
Crow Agency,2021-11-21T07:30:00Z,0,0
Crow Agency,2021-11-21T07:45:00Z,0,0
Crow Agency,2021-11-21T08:00:00Z,0,0
Crow Agency,2021-11-21T08:15:00Z,0,0
Crow Agency,2021-11-21T08:30:00Z,0,0
Crow Agency,2021-11-21T08:45:00Z,0,0
Crow Agency,2021-11-21T09:00:00Z,0,0
Crow Agency,2021-11-21T09:15:00Z,0,0
Crow Agency,2021-11-21T09:30:00Z,0,0
Crow Agency,2021-11-21T09:45:00Z,0,0
Crow Agency,2021-11-21T10:00:00Z,0,0
Crow Agency,2021-11-21T10:15:00Z,0,0
Crow Agency,2021-11-21T10:30:00Z,0,0
Crow Agency,2021-11-21T10:45:00Z,0,0
Crow Agency,2021-11-21T11:00:00Z,0,0
Crow Agency,2021-11-21T11:15:00Z,0,0
Crow Agency,2021-11-21T11:30:00Z,0,0
Crow Agency,2021-11-21T11:45:00Z,0,0
Crow Agency,2021-11-21T12:00:00Z,0,0
Crow Agency,2021-11-21T12:15:00Z,0,0
Crow Agency,2021-11-21T12:30:00Z,0,0
Crow Agency,2021-11-21T12:45:00Z,0,0
Crow Agency,2021-11-21T13:00:00Z,0,0
Crow Agency,2021-11-21T13:15:00Z,0,0
Crow Agency,2021-11-21T13:30:00Z,0,0
Crow Agency,2021-11-21T13:45:00Z,0,0
Crow Agency,2021-11-21T14:00:00Z,0,0
Crow Agency,2021-11-21T14:15:00Z,0,0
Crow Agency,2021-11-21T14:30:00Z,0,0
Crow Agency,2021-11-21T14:45:00Z,0,0
Crow Agency,2021-11-21T15:00:00Z,0,0
Crow Agency,2021-11-21T15:15:00Z,0,0
Crow Agency,2021-11-21T15:30:00Z,0,0
Crow Agency,2021-11-21T15:45:00Z,0,0
Crow Agency,2021-11-21T16:00:00Z,0,0
Crow Agency,2021-11-21T16:15:00Z,0,0
Crow Agency,2021-11-21T16:30:00Z,0,0
Crow Agency,2021-11-21T16:45:00Z,0,0
Crow Agency,2021-11-21T17:00:00Z,0,0
Crow Agency,2021-11-21T17:15:00Z,0,0
Crow Agency,2021-11-21T17:30:00Z,0,0
Crow Agency,2021-11-21T17:45:00Z,0,0
Crow Agency,2021-11-21T18:00:00Z,0,0
Crow Agency,2021-11-21T18:15:00Z,0,0
Crow Agency,2021-11-21T18:30:00Z,0,0
Crow Agency,2021-11-21T18:45:00Z,0,0
Crow Agency,2021-11-21T19:00:00Z,0,0
Crow Agency,2021-11-21T19:15:00Z,0,0
Crow Agency,2021-11-21T19:30:00Z,0,0
Crow Agency,2021-11-21T19:45:00Z,0,0
Crow Agency,2021-11-21T20:00:00Z,0,0
Crow Agency,2021-11-21T20:15:00Z,0,0
Crow Agency,2021-11-21T20:30:00Z,0,0
Crow Agency,2021-11-21T20:45:00Z,0,0
Crow Agency,2021-11-21T21:00:00Z,0,0
Crow Agency,2021-11-21T21:15:00Z,0,0
Crow Agency,2021-11-21T21:30:00Z,0,0
Crow Agency,2021-11-21T21:45:00Z,0,0
Crow Agency,2021-11-21T22:00:00Z,0,0
Crow Agency,2021-11-21T22:15:00Z,0,0
Crow Agency,2021-11-21T22:30:00Z,0,0
Crow Agency,2021-11-21T22:45:00Z,0,0
Crow Agency,2021-11-21T23:00:00Z,0,0
Crow Agency,2021-11-21T23:15:00Z,0,0
Crow Agency,2021-11-21T23:30:00Z,0,0
Crow Agency,2021-11-21T23:45:00Z,0,0
Crow Agency,2021-11-22T00:00:00Z,0,0
Crow Agency,2021-11-22T00:15:00Z,0,0
Crow Agency,2021-11-22T00:30:00Z,0,0
Crow Agency,2021-11-22T00:45:00Z,0,0
Crow Agency,2021-11-22T01:00:00Z,0,0
Crow Agency,2021-11-22T01:15:00Z,0,0
Crow Agency,2021-11-22T01:30:00Z,0,0
Crow Agency,2021-11-22T01:45:00Z,0,0
Crow Agency,2021-11-22T02:00:00Z,0,0
Crow Agency,2021-11-22T02:15:00Z,0,0
Crow Agency,2021-11-22T02:30:00Z,0,0
Crow Agency,2021-11-22T02:45:00Z,0,0
Crow Agency,2021-11-22T03:00:00Z,0,0
Crow Agency,2021-11-22T03:15:00Z,0,0
Crow Agency,2021-11-22T03:30:00Z,0,0
Crow Agency,2021-11-22T03:45:00Z,0,0
Crow Agency,2021-11-22T04:00:00Z,0,0
Crow Agency,2021-11-22T04:15:00Z,0,0
Crow Agency,2021-11-22T04:30:00Z,0,0
Crow Agency,2021-11-22T04:45:00Z,0,0
Crow Agency,2021-11-22T05:00:00Z,0,0
Crow Agency,2021-11-22T05:15:00Z,0,0
Crow Agency,2021-11-22T05:30:00Z,0,0
Crow Agency,2021-11-22T05:45:00Z,0,0
Crow Agency,2021-11-22T06:00:00Z,0,0
Crow Agency,2021-11-22T06:15:00Z,0,0
Crow Agency,2021-11-22T06:30:00Z,0,0
Crow Agency,2021-11-22T06:45:00Z,0,0
Crow Agency,2021-11-22T07:00:00Z,0,0
Crow Agency,2021-11-22T07:15:00Z,0,0
Crow Agency,2021-11-22T07:30:00Z,0,0
Crow Agency,2021-11-22T07:45:00Z,0,0
Crow Agency,2021-11-22T08:00:00Z,0,0
Crow Agency,2021-11-22T08:15:00Z,0,0
Crow Agency,2021-11-22T08:30:00Z,0,0
Crow Agency,2021-11-22T08:45:00Z,0,0
Crow Agency,2021-11-22T09:00:00Z,0,0
Crow Agency,2021-11-22T09:15:00Z,0,0
Crow Agency,2021-11-22T09:30:00Z,0,0
Crow Agency,2021-11-22T09:45:00Z,0,0
Crow Agency,2021-11-22T10:00:00Z,0,0
Crow Agency,2021-11-22T10:15:00Z,0,0
Crow Agency,2021-11-22T10:30:00Z,0,0
Crow Agency,2021-11-22T10:45:00Z,0,0
Crow Agency,2021-11-22T11:00:00Z,0,0
Crow Agency,2021-11-22T11:15:00Z,0,0
Crow Agency,2021-11-22T11:30:00Z,0,0
Crow Agency,2021-11-22T11:45:00Z,0,0
Crow Agency,2021-11-22T12:00:00Z,0,0
Crow Agency,2021-11-22T12:15:00Z,0,0
Crow Agency,2021-11-22T12:30:00Z,0,0
Crow Agency,2021-11-22T12:45:00Z,0,0
Crow Agency,2021-11-22T13:00:00Z,0,0
Crow Agency,2021-11-22T13:15:00Z,0,0
Crow Agency,2021-11-22T13:30:00Z,0,0
Crow Agency,2021-11-22T13:45:00Z,0,0
Crow Agency,2021-11-22T14:00:00Z,0,0
Crow Agency,2021-11-22T14:15:00Z,0,0
Crow Agency,2021-11-22T14:30:00Z,0,0
Crow Agency,2021-11-22T14:45:00Z,0,0
Crow Agency,2021-11-22T15:00:00Z,0,0
Crow Agency,2021-11-22T15:15:00Z,0,0
Crow Agency,2021-11-22T15:30:00Z,0,0
Crow Agency,2021-11-22T15:45:00Z,0,0
Crow Agency,2021-11-22T16:00:00Z,0,0
Crow Agency,2021-11-22T16:15:00Z,0,0
Crow Agency,2021-11-22T16:30:00Z,0,0
Crow Agency,2021-11-22T16:45:00Z,0,0
Crow Agency,2021-11-22T17:00:00Z,0,0
Crow Agency,2021-11-22T17:15:00Z,0,0
Crow Agency,2021-11-22T17:30:00Z,0,0
Crow Agency,2021-11-22T17:45:00Z,0,0
Crow Agency,2021-11-22T18:00:00Z,0,0
Crow Agency,2021-11-22T18:15:00Z,0,0
Crow Agency,2021-11-22T18:30:00Z,0,0
Crow Agency,2021-11-22T18:45:00Z,0,0
Crow Agency,2021-11-22T19:00:00Z,0,0
Crow Agency,2021-11-22T19:15:00Z,0,0
Crow Agency,2021-11-22T19:30:00Z,0,0
Crow Agency,2021-11-22T19:45:00Z,0,0
Crow Agency,2021-11-22T20:00:00Z,0,0
Crow Agency,2021-11-22T20:15:00Z,0,0
Crow Agency,2021-11-22T20:30:00Z,0,0
Crow Agency,2021-11-22T20:45:00Z,0,0
Crow Agency,2021-11-22T21:00:00Z,0,0
Crow Agency,2021-11-22T21:15:00Z,0,0
Crow Agency,2021-11-22T21:30:00Z,0,0
Crow Agency,2021-11-22T21:45:00Z,0,0
Crow Agency,2021-11-22T22:00:00Z,0,0
Crow Agency,2021-11-22T22:15:00Z,0,0
Crow Agency,2021-11-22T22:30:00Z,0,0
Crow Agency,2021-11-22T22:45:00Z,0,0
Crow Agency,2021-11-22T23:00:00Z,0,0
Crow Agency,2021-11-22T23:15:00Z,0,0
Crow Agency,2021-11-22T23:30:00Z,0,0
Crow Agency,2021-11-22T23:45:00Z,0,0
Crow Agency,2021-11-23T00:00:00Z,0,0
Crow Agency,2021-11-23T00:15:00Z,0,0
Crow Agency,2021-11-23T00:30:00Z,0,0
Crow Agency,2021-11-23T00:45:00Z,0,0
Crow Agency,2021-11-23T01:00:00Z,0,0
Crow Agency,2021-11-23T01:15:00Z,0,0
Crow Agency,2021-11-23T01:30:00Z,0,0
Crow Agency,2021-11-23T01:45:00Z,0,0
Crow Agency,2021-11-23T02:00:00Z,0,0
Crow Agency,2021-11-23T02:15:00Z,0,0
Crow Agency,2021-11-23T02:30:00Z,0,0
Crow Agency,2021-11-23T02:45:00Z,0,0
Crow Agency,2021-11-23T03:00:00Z,0,0
Crow Agency,2021-11-23T03:15:00Z,0,0
Crow Agency,2021-11-23T03:30:00Z,0,0
Crow Agency,2021-11-23T03:45:00Z,0,0
Crow Agency,2021-11-23T04:00:00Z,0,0
Crow Agency,2021-11-23T04:15:00Z,0,0
Crow Agency,2021-11-23T04:30:00Z,0,0
Crow Agency,2021-11-23T04:45:00Z,0,0
Crow Agency,2021-11-23T05:00:00Z,0,0
Crow Agency,2021-11-23T05:15:00Z,0,0
Crow Agency,2021-11-23T05:30:00Z,0,0
Crow Agency,2021-11-23T05:45:00Z,0,0
Crow Agency,2021-11-23T06:00:00Z,0,0
Crow Agency,2021-11-23T06:15:00Z,0,0
Crow Agency,2021-11-23T06:30:00Z,0,0
Crow Agency,2021-11-23T06:45:00Z,0,0
Crow Agency,2021-11-23T07:00:00Z,0,0
Crow Agency,2021-11-23T07:15:00Z,0,0
Crow Agency,2021-11-23T07:30:00Z,0,0
Crow Agency,2021-11-23T07:45:00Z,0,0
Crow Agency,2021-11-23T08:00:00Z,0,0
Crow Agency,2021-11-23T08:15:00Z,0,0
Crow Agency,2021-11-23T08:30:00Z,0,0
Crow Agency,2021-11-23T08:45:00Z,0,0
Crow Agency,2021-11-23T09:00:00Z,0,0
Crow Agency,2021-11-23T09:15:00Z,0,0
Crow Agency,2021-11-23T09:30:00Z,0,0
Crow Agency,2021-11-23T09:45:00Z,0,0
Crow Agency,2021-11-23T10:00:00Z,0,0
Crow Agency,2021-11-23T10:15:00Z,0,0
Crow Agency,2021-11-23T10:30:00Z,0,0
Crow Agency,2021-11-23T10:45:00Z,0,0
Crow Agency,2021-11-23T11:00:00Z,0,0
Crow Agency,2021-11-23T11:15:00Z,0,0
Crow Agency,2021-11-23T11:30:00Z,0,0
Crow Agency,2021-11-23T11:45:00Z,0,0
Crow Agency,2021-11-23T12:00:00Z,0,0
Crow Agency,2021-11-23T12:15:00Z,0,0
Crow Agency,2021-11-23T12:30:00Z,0,0
Crow Agency,2021-11-23T12:45:00Z,0,0
Crow Agency,2021-11-23T13:00:00Z,0,0
Crow Agency,2021-11-23T13:15:00Z,0,0
Crow Agency,2021-11-23T13:30:00Z,0,0
Crow Agency,2021-11-23T13:45:00Z,0,0
Crow Agency,2021-11-23T14:00:00Z,0,0
Crow Agency,2021-11-23T14:15:00Z,0,0
Crow Agency,2021-11-23T14:30:00Z,0,0
Crow Agency,2021-11-23T14:45:00Z,0,0
Crow Agency,2021-11-23T15:00:00Z,0,0
Crow Agency,2021-11-23T15:15:00Z,0,0
Crow Agency,2021-11-23T15:30:00Z,0,0
Crow Agency,2021-11-23T15:45:00Z,0,0
Crow Agency,2021-11-23T16:00:00Z,0,0
Crow Agency,2021-11-23T16:15:00Z,0,0
Crow Agency,2021-11-23T16:30:00Z,0,0
Crow Agency,2021-11-23T16:45:00Z,0,0
Crow Agency,2021-11-23T17:00:00Z,0,0
Crow Agency,2021-11-23T17:15:00Z,0,0
Crow Agency,2021-11-23T17:30:00Z,0,0
Crow Agency,2021-11-23T17:45:00Z,0,0
Crow Agency,2021-11-23T18:00:00Z,0,0
Crow Agency,2021-11-23T18:15:00Z,0,0
Crow Agency,2021-11-23T18:30:00Z,0,0
Crow Agency,2021-11-23T18:45:00Z,0,0
Crow Agency,2021-11-23T19:00:00Z,0,0
Crow Agency,2021-11-23T19:15:00Z,0,0
Crow Agency,2021-11-23T19:30:00Z,0,0
Crow Agency,2021-11-23T19:45:00Z,0,0
Crow Agency,2021-11-23T20:00:00Z,0,0
Crow Agency,2021-11-23T20:15:00Z,0,0
Crow Agency,2021-11-23T20:30:00Z,0,0
Crow Agency,2021-11-23T20:45:00Z,0,0
Crow Agency,2021-11-23T21:00:00Z,0,0
Crow Agency,2021-11-23T21:15:00Z,0,0
Crow Agency,2021-11-23T21:30:00Z,0,0
Crow Agency,2021-11-23T21:45:00Z,0,0
Crow Agency,2021-11-23T22:00:00Z,0,0
Crow Agency,2021-11-23T22:15:00Z,0,0
Crow Agency,2021-11-23T22:30:00Z,0,0
Crow Agency,2021-11-23T22:45:00Z,0,0
Crow Agency,2021-11-23T23:00:00Z,0,0
Crow Agency,2021-11-23T23:15:00Z,0,0
Crow Agency,2021-11-23T23:30:00Z,0,0
Crow Agency,2021-11-23T23:45:00Z,0,0
Crow Agency,2021-11-24T00:00:00Z,0,0
Crow Agency,2021-11-24T00:15:00Z,0,0
Crow Agency,2021-11-24T00:30:00Z,0,0
Crow Agency,2021-11-24T00:45:00Z,0,0
Crow Agency,2021-11-24T01:00:00Z,0,0
Crow Agency,2021-11-24T01:15:00Z,0,0
Crow Agency,2021-11-24T01:30:00Z,0,0
Crow Agency,2021-11-24T01:45:00Z,0,0
Crow Agency,2021-11-24T02:00:00Z,0,0
Crow Agency,2021-11-24T02:15:00Z,0,0
Crow Agency,2021-11-24T02:30:00Z,0,0
Crow Agency,2021-11-24T02:45:00Z,0,0
Crow Agency,2021-11-24T03:00:00Z,0,0
Crow Agency,2021-11-24T03:15:00Z,0,0
Crow Agency,2021-11-24T03:30:00Z,0,0
Crow Agency,2021-11-24T03:45:00Z,0,0
Crow Agency,2021-11-24T04:00:00Z,0,0
Crow Agency,2021-11-24T04:15:00Z,0,0
Crow Agency,2021-11-24T04:30:00Z,0,0
Crow Agency,2021-11-24T04:45:00Z,0,0
Crow Agency,2021-11-24T05:00:00Z,0,0
Crow Agency,2021-11-24T05:15:00Z,0,0
Crow Agency,2021-11-24T05:30:00Z,0,0
Crow Agency,2021-11-24T05:45:00Z,0,0
Crow Agency,2021-11-24T06:00:00Z,0,0
Crow Agency,2021-11-24T06:15:00Z,0,0
Crow Agency,2021-11-24T06:30:00Z,0,0
Crow Agency,2021-11-24T06:45:00Z,0.034,0
Crow Agency,2021-11-24T07:00:00Z,0.085,0.1
Crow Agency,2021-11-24T07:15:00Z,0.068,0
Crow Agency,2021-11-24T07:30:00Z,0,0
Crow Agency,2021-11-24T07:45:00Z,0.136,0.16
Crow Agency,2021-11-24T08:00:00Z,0.238,0.25
Crow Agency,2021-11-24T08:15:00Z,0,0.08
Crow Agency,2021-11-24T08:30:00Z,0,0
Crow Agency,2021-11-24T08:45:00Z,0,0.25
Crow Agency,2021-11-24T09:00:00Z,0,0
Crow Agency,2021-11-24T09:15:00Z,0,0
Crow Agency,2021-11-24T09:30:00Z,0,0
Crow Agency,2021-11-24T09:45:00Z,0,0.16
Crow Agency,2021-11-24T10:00:00Z,0,0
Crow Agency,2021-11-24T10:15:00Z,0,0
Crow Agency,2021-11-24T10:30:00Z,0,0.13
Crow Agency,2021-11-24T10:45:00Z,0,0
Crow Agency,2021-11-24T11:00:00Z,0,0
Crow Agency,2021-11-24T11:15:00Z,0,0
Crow Agency,2021-11-24T11:30:00Z,0,0.13
Crow Agency,2021-11-24T11:45:00Z,0,0.11
Crow Agency,2021-11-24T12:00:00Z,0,0.11
Crow Agency,2021-11-24T12:15:00Z,0,0.05
Crow Agency,2021-11-24T12:30:00Z,0,0.14
Crow Agency,2021-11-24T12:45:00Z,0,0
Crow Agency,2021-11-24T13:00:00Z,0,0
Crow Agency,2021-11-24T13:15:00Z,0,0
Crow Agency,2021-11-24T13:30:00Z,0,0
Crow Agency,2021-11-24T13:45:00Z,0,0
Crow Agency,2021-11-24T14:00:00Z,0,0
Crow Agency,2021-11-24T14:15:00Z,0,0
Crow Agency,2021-11-24T14:30:00Z,0,0
Crow Agency,2021-11-24T14:45:00Z,0,0
Crow Agency,2021-11-24T15:00:00Z,0,0
Crow Agency,2021-11-24T15:15:00Z,0,0
Crow Agency,2021-11-24T15:30:00Z,0,0
Crow Agency,2021-11-24T15:45:00Z,0,0
Crow Agency,2021-11-24T16:00:00Z,0,0
Crow Agency,2021-11-24T16:15:00Z,0,0
Crow Agency,2021-11-24T16:30:00Z,0,0
Crow Agency,2021-11-24T16:45:00Z,0,0
Crow Agency,2021-11-24T17:00:00Z,0,0
Crow Agency,2021-11-24T17:15:00Z,0,0
Crow Agency,2021-11-24T17:30:00Z,0,0
Crow Agency,2021-11-24T17:45:00Z,0,0
Crow Agency,2021-11-24T18:00:00Z,0,0.27
Crow Agency,2021-11-24T18:15:00Z,0,0
Crow Agency,2021-11-24T18:30:00Z,0,0
Crow Agency,2021-11-24T18:45:00Z,0,0
Crow Agency,2021-11-24T19:00:00Z,0,0
Crow Agency,2021-11-24T19:15:00Z,0.034,0
Crow Agency,2021-11-24T19:30:00Z,0.17,0
Crow Agency,2021-11-24T19:45:00Z,0.068,0
Crow Agency,2021-11-24T20:00:00Z,0.255,0
Crow Agency,2021-11-24T20:15:00Z,0.068,0
Crow Agency,2021-11-24T20:30:00Z,0.034,0
Crow Agency,2021-11-24T20:45:00Z,0,0
Crow Agency,2021-11-24T21:00:00Z,0.017,0
Crow Agency,2021-11-24T21:15:00Z,0.017,0
Crow Agency,2021-11-24T21:30:00Z,0.017,0
Crow Agency,2021-11-24T21:45:00Z,0,0
Crow Agency,2021-11-24T22:00:00Z,0,0
Crow Agency,2021-11-24T22:15:00Z,0,0
Crow Agency,2021-11-24T22:30:00Z,0,0
Crow Agency,2021-11-24T22:45:00Z,0.017,0
Crow Agency,2021-11-24T23:00:00Z,0,0
Crow Agency,2021-11-24T23:15:00Z,0,0
Crow Agency,2021-11-24T23:30:00Z,0,0
Crow Agency,2021-11-24T23:45:00Z,0,0
Crow Agency,2021-11-25T00:00:00Z,0,0
Crow Agency,2021-11-25T00:15:00Z,0,0
Crow Agency,2021-11-25T00:30:00Z,0,0
Crow Agency,2021-11-25T00:45:00Z,0,0
Crow Agency,2021-11-25T01:00:00Z,0,0
Crow Agency,2021-11-25T01:15:00Z,0,0
Crow Agency,2021-11-25T01:30:00Z,0,0
Crow Agency,2021-11-25T01:45:00Z,0,0
Crow Agency,2021-11-25T02:00:00Z,0,0
Crow Agency,2021-11-25T02:15:00Z,0,0
Crow Agency,2021-11-25T02:30:00Z,0,0
Crow Agency,2021-11-25T02:45:00Z,0,0
Crow Agency,2021-11-25T03:00:00Z,0,0
Crow Agency,2021-11-25T03:15:00Z,0,0
Crow Agency,2021-11-25T03:30:00Z,0,0
Crow Agency,2021-11-25T03:45:00Z,0,0
Crow Agency,2021-11-25T04:00:00Z,0,0
Crow Agency,2021-11-25T04:15:00Z,0,0
Crow Agency,2021-11-25T04:30:00Z,0,0
Crow Agency,2021-11-25T04:45:00Z,0,0
Crow Agency,2021-11-25T05:00:00Z,0,0
Crow Agency,2021-11-25T05:15:00Z,0,0
Crow Agency,2021-11-25T05:30:00Z,0,0
Crow Agency,2021-11-25T05:45:00Z,0,0
Crow Agency,2021-11-25T06:00:00Z,0,0
Crow Agency,2021-11-25T06:15:00Z,0,0
Crow Agency,2021-11-25T06:30:00Z,0,0
Crow Agency,2021-11-25T06:45:00Z,0,0
Crow Agency,2021-11-25T07:00:00Z,0,0
Crow Agency,2021-11-25T07:15:00Z,0,0
Crow Agency,2021-11-25T07:30:00Z,0,0
Crow Agency,2021-11-25T07:45:00Z,0,0
Crow Agency,2021-11-25T08:00:00Z,0,0
Crow Agency,2021-11-25T08:15:00Z,0,0
Crow Agency,2021-11-25T08:30:00Z,0,0
Crow Agency,2021-11-25T08:45:00Z,0,0
Crow Agency,2021-11-25T09:00:00Z,0,0
Crow Agency,2021-11-25T09:15:00Z,0,0
Crow Agency,2021-11-25T09:30:00Z,0,0
Crow Agency,2021-11-25T09:45:00Z,0,0
Crow Agency,2021-11-25T10:00:00Z,0,0
Crow Agency,2021-11-25T10:15:00Z,0,0
Crow Agency,2021-11-25T10:30:00Z,0,0
Crow Agency,2021-11-25T10:45:00Z,0,0
